city,area_sqft,bhk,bathrooms,parking,location_type,property_age,furnishing,price
Ahmedabad,2445,3,1,0,Standard,13,Semi-Furnished,13747500.0
Bengaluru,2347,5,3,1,Standard,20,Furnished,29114000.0
Chennai,2467,2,4,1,Developing,16,Furnished,15452000.0
Ahmedabad,1234,4,3,1,Developing,9,Furnished,6729600.0
Lucknow,2184,5,2,1,Premium,12,Semi-Furnished,13776400.0
Delhi,1407,2,3,1,Standard,9,Furnished,22005000.0
Kolkata,2554,5,3,0,Developing,0,Semi-Furnished,13809200.0
Pune,2273,4,2,0,Premium,16,Furnished,24339200.0
Hyderabad,1154,5,3,1,Developing,15,Unfurnished,7162400.0
Ahmedabad,912,4,3,0,Premium,6,Unfurnished,7320800.0
Lucknow,2858,5,3,0,Developing,3,Semi-Furnished,11688800.0
Bengaluru,2181,1,2,0,Developing,10,Unfurnished,20837600.0
Pune,2063,1,3,1,Developing,7,Furnished,14003200.0
Chennai,2459,5,1,1,Premium,4,Unfurnished,25025250.0
Jaipur,2810,1,1,0,Developing,11,Furnished,11490000.0
Kolkata,1499,3,2,0,Standard,6,Unfurnished,9494000.0
Jaipur,2043,4,2,1,Developing,16,Furnished,9022000.0
Lucknow,1505,4,3,0,Premium,2,Unfurnished,9804250.0
Bengaluru,1685,2,2,0,Standard,14,Semi-Furnished,20370000.0
Lucknow,1650,4,1,1,Premium,4,Unfurnished,10502500.0
Mumbai,2429,2,4,0,Premium,7,Furnished,57788600.0
Kolkata,784,3,1,1,Standard,1,Semi-Furnished,5754000.0
Lucknow,2141,2,4,1,Premium,6,Semi-Furnished,13424850.0
Hyderabad,510,2,2,0,Premium,0,Unfurnished,5241000.0
Kolkata,1278,2,1,0,Premium,12,Furnished,10368400.0
Lucknow,1782,4,1,0,Standard,6,Furnished,9119000.0
Ahmedabad,762,2,1,1,Developing,2,Furnished,4402800.0
Delhi,833,2,2,0,Standard,0,Unfurnished,13095000.0
Mumbai,1440,4,3,0,Premium,7,Furnished,34946000.0
Mumbai,1137,5,2,0,Standard,20,Unfurnished,20666000.0
Ahmedabad,2645,3,2,1,Developing,8,Semi-Furnished,12438000.0
Hyderabad,1909,4,4,1,Premium,5,Semi-Furnished,18721900.0
Chennai,2965,5,1,0,Standard,5,Furnished,23587500.0
Bengaluru,2729,3,3,0,Standard,13,Semi-Furnished,33248000.0
Ahmedabad,2396,1,3,1,Standard,13,Semi-Furnished,13428000.0
Hyderabad,1440,4,4,0,Standard,7,Semi-Furnished,11180000.0
Chennai,1739,5,4,1,Premium,12,Furnished,18405250.0
Mumbai,1073,5,1,0,Standard,6,Semi-Furnished,20364000.0
Chennai,2205,2,3,0,Premium,15,Furnished,21948750.0
Hyderabad,1452,2,4,0,Developing,9,Furnished,8981200.0
Lucknow,2144,1,1,1,Standard,8,Semi-Furnished,9948000.0
Hyderabad,956,3,2,1,Standard,13,Furnished,7492000.0
Jaipur,1656,3,4,0,Developing,19,Furnished,7174000.0
Bengaluru,2992,1,3,0,Developing,13,Furnished,29073200.0
Mumbai,590,3,2,1,Premium,13,Semi-Furnished,14356000.0
Mumbai,2155,5,4,1,Premium,16,Unfurnished,51177000.0
Mumbai,2297,4,1,1,Developing,19,Unfurnished,33176800.0
Delhi,1807,2,3,1,Premium,19,Furnished,35636500.0
Pune,2475,5,4,1,Premium,19,Semi-Furnished,26590000.0
Lucknow,2871,2,3,0,Developing,12,Semi-Furnished,10685600.0
Chennai,1711,5,1,0,Standard,15,Semi-Furnished,13432500.0
Ahmedabad,1754,1,4,0,Premium,0,Furnished,13641100.0
Jaipur,660,3,4,1,Developing,3,Furnished,4140000.0
Kolkata,642,2,4,0,Developing,4,Furnished,4181600.0
Ahmedabad,2840,1,3,0,Premium,11,Unfurnished,20256000.0
Delhi,2351,2,1,1,Developing,13,Unfurnished,28212000.0
Kolkata,2297,3,4,1,Developing,4,Unfurnished,11975600.0
Chennai,2012,1,3,0,Developing,1,Semi-Furnished,12772000.0
Jaipur,1891,1,1,1,Standard,20,Semi-Furnished,9155000.0
Bengaluru,1679,2,2,1,Premium,4,Furnished,27242400.0
Ahmedabad,1326,4,4,1,Developing,17,Unfurnished,6334400.0
Lucknow,981,3,2,1,Standard,0,Unfurnished,5364500.0
Bengaluru,2291,5,4,0,Developing,18,Semi-Furnished,22743600.0
Bengaluru,2086,4,4,1,Standard,13,Semi-Furnished,25982000.0
Delhi,2956,1,3,0,Standard,14,Unfurnished,44140000.0
Jaipur,1789,3,2,0,Developing,9,Furnished,8006000.0
Chennai,528,2,1,0,Premium,5,Unfurnished,5398000.0
Pune,1763,5,2,1,Standard,5,Semi-Furnished,15454000.0
Kolkata,773,5,2,0,Premium,1,Unfurnished,7179400.0
Bengaluru,2538,1,2,1,Developing,17,Unfurnished,24064800.0
Mumbai,1189,5,3,1,Developing,17,Unfurnished,17721600.0
Pune,537,2,4,1,Standard,16,Semi-Furnished,4696000.0
Lucknow,737,4,4,1,Premium,19,Semi-Furnished,4961450.0
Kolkata,535,3,2,1,Developing,15,Semi-Furnished,3018000.0
Pune,752,2,4,0,Premium,11,Semi-Furnished,8320800.0
Lucknow,1861,2,4,1,Developing,6,Unfurnished,7349600.0
Hyderabad,570,3,2,0,Developing,9,Semi-Furnished,3792000.0
Kolkata,2855,2,4,0,Developing,10,Unfurnished,14004000.0
Hyderabad,842,1,3,1,Developing,19,Semi-Furnished,4665200.0
Lucknow,988,2,2,0,Premium,13,Semi-Furnished,5979800.0
Chennai,868,3,3,0,Standard,15,Furnished,7160000.0
Kolkata,1943,4,2,1,Developing,4,Furnished,10776400.0
Chennai,799,4,2,1,Premium,19,Furnished,8490250.0
Bengaluru,794,4,2,1,Premium,15,Semi-Furnished,13036400.0
Pune,2224,5,1,0,Standard,17,Furnished,18542000.0
Mumbai,2352,3,2,0,Premium,15,Semi-Furnished,55336800.0
Hyderabad,1738,3,3,1,Standard,10,Semi-Furnished,12966000.0
Ahmedabad,2909,2,1,0,Premium,5,Furnished,21549350.0
Pune,2074,1,4,0,Standard,8,Semi-Furnished,17042000.0
Pune,2175,4,2,0,Developing,13,Furnished,14770000.0
Hyderabad,1107,5,1,0,Premium,14,Semi-Furnished,10723700.0
Mumbai,1426,5,4,1,Premium,4,Furnished,35218400.0
Chennai,2493,5,1,0,Premium,17,Furnished,25056750.0
Chennai,2144,1,2,1,Standard,12,Furnished,16530000.0
Kolkata,2898,3,2,0,Premium,17,Furnished,23054400.0
Kolkata,2602,1,2,0,Premium,18,Unfurnished,19795600.0
Ahmedabad,2148,4,4,0,Premium,17,Semi-Furnished,15958200.0
Pune,510,5,1,0,Developing,3,Furnished,4714000.0
Jaipur,699,3,4,0,Developing,11,Unfurnished,3246000.0
Hyderabad,685,3,1,0,Premium,4,Semi-Furnished,6983500.0
Hyderabad,1373,1,3,1,Standard,11,Semi-Furnished,9961000.0
Ahmedabad,2676,5,3,1,Standard,17,Furnished,15818000.0
Mumbai,2005,5,4,0,Developing,16,Furnished,29972000.0
Lucknow,2034,1,3,0,Premium,6,Furnished,12598900.0
Kolkata,2829,1,2,0,Premium,17,Furnished,22116200.0
Bengaluru,2451,4,1,1,Premium,16,Semi-Furnished,38735600.0
Delhi,1656,3,2,1,Standard,1,Unfurnished,25740000.0
Hyderabad,1764,4,2,1,Premium,2,Unfurnished,17102400.0
Mumbai,2322,4,3,0,Developing,5,Furnished,34786800.0
Jaipur,635,4,3,1,Standard,15,Unfurnished,3675000.0
Delhi,2156,3,2,1,Developing,17,Furnished,26472000.0
Chennai,1005,3,1,0,Standard,20,Semi-Furnished,7487500.0
Chennai,2064,2,4,0,Developing,7,Furnished,13334000.0
Mumbai,2817,4,1,0,Standard,9,Unfurnished,51156000.0
Ahmedabad,2630,4,1,1,Developing,19,Semi-Furnished,11922000.0
Jaipur,1437,2,3,0,Premium,15,Unfurnished,9290500.0
Kolkata,675,3,4,1,Premium,3,Unfurnished,6265000.0
Jaipur,1444,2,1,0,Premium,13,Furnished,9736000.0
Lucknow,2530,3,4,0,Standard,11,Furnished,12335000.0
Pune,2097,2,4,1,Premium,2,Unfurnished,22658800.0
Kolkata,2160,4,4,0,Premium,12,Semi-Furnished,17698000.0
Kolkata,621,3,3,0,Standard,18,Semi-Furnished,3976000.0
Delhi,591,4,4,1,Developing,3,Furnished,8792000.0
Ahmedabad,2409,2,2,0,Developing,4,Semi-Furnished,11249600.0
Chennai,1712,2,2,0,Standard,12,Furnished,13340000.0
Mumbai,1584,3,3,0,Premium,1,Unfurnished,37915600.0
Ahmedabad,1734,2,2,1,Standard,13,Semi-Furnished,9887000.0
Pune,2361,1,2,1,Developing,16,Unfurnished,14860400.0
Ahmedabad,2128,5,1,0,Premium,2,Semi-Furnished,16465200.0
Lucknow,2188,2,2,0,Premium,20,Unfurnished,12399800.0
Mumbai,2401,2,2,0,Standard,16,Semi-Furnished,43268000.0
Pune,2903,5,4,1,Developing,10,Unfurnished,19629200.0
Ahmedabad,2860,3,4,1,Premium,4,Unfurnished,21399000.0
Bengaluru,2838,1,3,0,Standard,1,Furnished,35006000.0
Pune,2969,3,4,0,Developing,4,Semi-Furnished,20051600.0
Chennai,782,3,4,1,Developing,12,Semi-Furnished,5492000.0
Hyderabad,2776,2,2,0,Premium,5,Furnished,26111600.0
Ahmedabad,2638,1,1,1,Developing,3,Semi-Furnished,12157200.0
Mumbai,1623,3,3,1,Developing,10,Furnished,24421200.0
Mumbai,796,3,4,0,Premium,15,Furnished,19376400.0
Pune,759,1,2,1,Developing,1,Furnished,5857600.0
Chennai,1477,5,1,0,Standard,1,Unfurnished,12127500.0
Kolkata,2981,2,3,1,Developing,14,Furnished,14958800.0
Hyderabad,2976,4,2,0,Premium,16,Semi-Furnished,27531600.0
Mumbai,1553,5,1,0,Developing,16,Semi-Furnished,22913200.0
Kolkata,2416,2,4,1,Developing,7,Furnished,12696800.0
Pune,839,4,4,0,Premium,9,Furnished,9975600.0
Delhi,2634,4,2,0,Developing,18,Furnished,32208000.0
Hyderabad,630,4,2,1,Standard,7,Semi-Furnished,5460000.0
Ahmedabad,882,1,1,0,Standard,18,Unfurnished,4251000.0
Jaipur,1925,5,4,1,Premium,19,Unfurnished,13112500.0
Pune,611,5,4,1,Premium,4,Furnished,8204400.0
Bengaluru,1607,2,4,0,Standard,15,Furnished,19834000.0
Hyderabad,831,5,2,1,Standard,10,Semi-Furnished,6917000.0
Bengaluru,2752,4,1,0,Premium,4,Furnished,44131200.0
Chennai,2628,3,1,1,Standard,16,Furnished,20260000.0
Pune,537,3,3,0,Premium,2,Semi-Furnished,6634800.0
Lucknow,2991,3,1,0,Developing,13,Furnished,11317600.0
Lucknow,2017,2,3,1,Developing,11,Furnished,8061200.0
Hyderabad,2361,5,1,0,Developing,7,Semi-Furnished,14221600.0
Jaipur,820,1,1,1,Premium,0,Semi-Furnished,6030000.0
Pune,2195,2,1,0,Standard,13,Unfurnished,17410000.0
Hyderabad,2744,3,1,0,Developing,10,Unfurnished,15566400.0
Lucknow,2665,3,4,1,Developing,15,Unfurnished,9994000.0
Kolkata,2196,4,1,1,Developing,10,Semi-Furnished,11340800.0
Ahmedabad,2193,1,1,0,Developing,10,Unfurnished,9449200.0
Chennai,2829,1,1,1,Standard,13,Unfurnished,21017500.0
Bengaluru,1631,1,4,1,Developing,12,Semi-Furnished,16057600.0
Chennai,1159,2,1,0,Premium,11,Furnished,11750250.0
Pune,1510,1,3,0,Developing,13,Furnished,10014000.0
Hyderabad,958,5,3,0,Developing,1,Semi-Furnished,6864800.0
Delhi,867,5,1,0,Standard,9,Unfurnished,13655000.0
Delhi,2709,2,4,0,Premium,15,Semi-Furnished,53125500.0
Hyderabad,1515,5,3,0,Standard,2,Furnished,12305000.0
Pune,811,4,2,0,Standard,1,Unfurnished,7438000.0
Bengaluru,1462,4,1,0,Premium,7,Furnished,23857200.0
Pune,2010,4,2,1,Standard,11,Semi-Furnished,16930000.0
Hyderabad,1262,3,4,0,Premium,3,Semi-Furnished,12584200.0
Bengaluru,1010,4,1,0,Standard,19,Semi-Furnished,12320000.0
Hyderabad,760,2,3,0,Developing,10,Unfurnished,4456000.0
Delhi,2773,5,4,0,Premium,14,Unfurnished,54773500.0
Mumbai,591,5,1,0,Premium,18,Furnished,14529400.0
Bengaluru,1011,2,1,1,Standard,18,Furnished,12382000.0
Pune,2526,2,4,0,Standard,3,Furnished,21358000.0
Jaipur,1459,3,3,0,Standard,4,Unfurnished,7995000.0
Pune,1995,2,2,1,Standard,11,Semi-Furnished,16410000.0
Pune,760,2,4,1,Premium,3,Semi-Furnished,8954000.0
Jaipur,1675,3,3,1,Premium,3,Semi-Furnished,12037500.0
Mumbai,1461,3,2,1,Standard,19,Unfurnished,26298000.0
Kolkata,1294,2,2,0,Premium,19,Semi-Furnished,9993200.0
Chennai,2240,5,4,1,Developing,6,Furnished,15190000.0
Pune,2394,1,3,1,Standard,10,Unfurnished,19302000.0
Lucknow,2864,5,4,0,Premium,6,Furnished,18354400.0
Hyderabad,2703,3,2,0,Standard,16,Furnished,19421000.0
Bengaluru,1851,3,3,0,Standard,17,Unfurnished,22262000.0
Delhi,2844,5,4,0,Premium,3,Furnished,57208000.0
Ahmedabad,1352,5,4,1,Standard,10,Furnished,8986000.0
Lucknow,2933,5,4,1,Standard,5,Furnished,14998500.0
Chennai,834,2,3,0,Standard,17,Unfurnished,6105000.0
Kolkata,1048,1,1,0,Premium,14,Semi-Furnished,8024400.0
Hyderabad,1411,4,3,1,Standard,20,Unfurnished,10127000.0
Mumbai,2668,3,3,0,Developing,9,Unfurnished,38869200.0
Bengaluru,984,3,3,0,Standard,17,Semi-Furnished,12108000.0
Ahmedabad,2261,4,3,1,Developing,0,Semi-Furnished,11448400.0
Pune,606,2,3,0,Premium,10,Furnished,7002400.0
Pune,1237,2,3,1,Developing,10,Furnished,8766800.0
Lucknow,2810,3,4,1,Standard,4,Semi-Furnished,13845000.0
Chennai,1454,4,2,0,Premium,13,Semi-Furnished,14776500.0
Chennai,2070,5,4,0,Premium,5,Furnished,21832500.0
Kolkata,2553,5,1,0,Premium,3,Unfurnished,20863400.0
Hyderabad,1038,5,1,0,Premium,14,Furnished,10345800.0
Chennai,1163,4,1,1,Premium,18,Unfurnished,11489250.0
Chennai,841,4,1,0,Developing,2,Unfurnished,5846000.0
Bengaluru,537,2,3,0,Standard,5,Furnished,7394000.0
Delhi,2170,2,2,1,Developing,17,Semi-Furnished,26190000.0
Chennai,517,5,2,0,Standard,9,Unfurnished,4627500.0
Delhi,1732,4,3,1,Premium,1,Semi-Furnished,35224000.0
Kolkata,2593,3,3,0,Developing,13,Semi-Furnished,12946400.0
Kolkata,1782,2,3,1,Developing,5,Furnished,9653600.0
Kolkata,2014,3,2,0,Standard,20,Unfurnished,11884000.0
Hyderabad,1458,1,1,0,Developing,12,Unfurnished,7864800.0
Chennai,719,1,1,1,Premium,11,Semi-Furnished,7160250.0
Jaipur,2722,3,2,1,Premium,6,Semi-Furnished,18593000.0
Lucknow,587,3,3,1,Standard,0,Semi-Furnished,3941500.0
Bengaluru,920,3,2,0,Developing,12,Unfurnished,9032000.0
Pune,1420,5,1,0,Standard,14,Furnished,12260000.0
Pune,2726,1,4,1,Premium,10,Semi-Furnished,28850400.0
Bengaluru,1539,4,4,0,Developing,6,Furnished,16174400.0
Kolkata,2005,4,4,0,Developing,11,Unfurnished,10274000.0
Jaipur,2027,1,4,0,Standard,2,Semi-Furnished,10885000.0
Delhi,964,2,2,0,Developing,14,Semi-Furnished,11718000.0
Lucknow,1326,5,2,0,Standard,12,Furnished,7067000.0
Delhi,1095,2,3,1,Premium,4,Unfurnished,22002500.0
Pune,2424,2,3,1,Developing,6,Semi-Furnished,16313600.0
Delhi,2413,3,2,0,Developing,19,Semi-Furnished,29056000.0
Lucknow,1770,1,2,1,Developing,13,Semi-Furnished,6522000.0
Lucknow,1968,4,1,1,Developing,20,Unfurnished,7134800.0
Mumbai,2617,5,1,1,Standard,0,Unfurnished,48356000.0
Jaipur,2759,4,4,1,Developing,18,Furnished,11986000.0
Ahmedabad,1097,4,2,0,Developing,20,Furnished,5326800.0
Mumbai,1326,4,1,0,Developing,5,Furnished,20244400.0
Bengaluru,2110,1,4,1,Standard,20,Semi-Furnished,25320000.0
Chennai,2472,3,2,1,Developing,6,Unfurnished,15482000.0
Kolkata,911,2,4,1,Developing,12,Unfurnished,4722800.0
Mumbai,2122,3,1,1,Standard,4,Furnished,39346000.0
Ahmedabad,1293,1,4,0,Premium,9,Furnished,9894950.0
Kolkata,2149,5,3,1,Standard,0,Semi-Furnished,14594000.0
Bengaluru,1482,1,2,0,Premium,4,Unfurnished,23319200.0
Delhi,1872,3,1,0,Standard,4,Unfurnished,28580000.0
Kolkata,679,1,1,1,Premium,11,Furnished,5696200.0
Bengaluru,2177,2,3,0,Standard,3,Unfurnished,26674000.0
Mumbai,2092,4,1,0,Developing,16,Semi-Furnished,30474800.0
Chennai,1863,5,3,0,Standard,14,Semi-Furnished,14822500.0
Lucknow,503,5,4,0,Premium,10,Semi-Furnished,4092550.0
Delhi,2503,5,3,1,Developing,19,Semi-Furnished,30786000.0
Chennai,1189,3,4,1,Premium,2,Semi-Furnished,12892750.0
Bengaluru,1623,1,4,0,Premium,3,Unfurnished,25768800.0
Bengaluru,2368,2,2,0,Premium,9,Unfurnished,37090800.0
Ahmedabad,2500,1,1,0,Premium,14,Unfurnished,17475000.0
Lucknow,1210,3,2,0,Developing,15,Semi-Furnished,4656000.0
Pune,741,1,4,1,Developing,14,Unfurnished,4792400.0
Mumbai,753,2,2,1,Premium,10,Unfurnished,17870200.0
Chennai,1991,3,1,1,Standard,9,Furnished,15832500.0
Bengaluru,2026,5,3,1,Standard,10,Unfurnished,25262000.0
Chennai,2874,3,4,0,Premium,2,Furnished,29421500.0
Kolkata,974,1,1,0,Premium,11,Furnished,7847200.0
Kolkata,2294,1,3,1,Developing,6,Semi-Furnished,11611200.0
Lucknow,1843,2,4,1,Developing,18,Semi-Furnished,6934800.0
Lucknow,1215,1,2,1,Premium,11,Furnished,7607750.0
Ahmedabad,1889,1,3,1,Developing,14,Semi-Furnished,8511600.0
Mumbai,1467,3,1,0,Standard,20,Furnished,26606000.0
Mumbai,2277,5,1,0,Developing,2,Semi-Furnished,34038800.0
Lucknow,1388,3,2,1,Premium,18,Furnished,8669800.0
Hyderabad,2329,5,4,1,Premium,1,Furnished,23193900.0
Pune,1794,5,2,0,Standard,4,Unfurnished,15352000.0
Pune,842,1,3,1,Premium,2,Unfurnished,9306800.0
Chennai,2735,4,3,1,Standard,5,Unfurnished,21512500.0
Pune,1596,4,2,0,Premium,9,Semi-Furnished,17398400.0
Mumbai,871,3,2,1,Premium,3,Semi-Furnished,21431400.0
Mumbai,2224,1,2,1,Standard,17,Furnished,40232000.0
Mumbai,2284,3,1,0,Standard,13,Furnished,41662000.0
Bengaluru,598,4,4,1,Developing,9,Unfurnished,6640800.0
Pune,2689,3,4,0,Developing,1,Semi-Furnished,18409600.0
Bengaluru,1066,1,2,0,Developing,18,Furnished,10233600.0
Ahmedabad,2629,3,3,0,Premium,13,Furnished,19547350.0
Lucknow,2534,5,4,1,Standard,3,Furnished,13303000.0
Jaipur,2022,4,3,0,Standard,7,Furnished,11360000.0
Jaipur,1885,4,4,1,Premium,6,Semi-Furnished,13552500.0
Ahmedabad,1571,4,3,0,Developing,8,Unfurnished,7612400.0
Kolkata,1033,3,1,1,Premium,2,Furnished,9307400.0
Lucknow,2812,3,3,1,Standard,3,Furnished,14054000.0
Mumbai,1075,3,2,0,Standard,9,Furnished,20200000.0
Bengaluru,2179,3,1,0,Developing,12,Semi-Furnished,21268400.0
Delhi,583,5,4,1,Premium,7,Unfurnished,12568500.0
Kolkata,1973,4,2,0,Developing,1,Unfurnished,10420400.0
Chennai,2388,1,2,1,Premium,16,Furnished,23533000.0
Chennai,1296,2,4,0,Developing,19,Furnished,8126000.0
Hyderabad,1945,5,3,1,Premium,5,Furnished,19399500.0
Jaipur,2267,1,2,1,Standard,0,Furnished,12385000.0
Bengaluru,1658,3,3,1,Developing,5,Unfurnished,16716800.0
Mumbai,1640,1,2,0,Premium,1,Furnished,39226000.0
Jaipur,1335,3,3,0,Developing,2,Semi-Furnished,6390000.0
Ahmedabad,1548,4,3,1,Standard,20,Furnished,9264000.0
Chennai,1543,5,4,1,Developing,4,Unfurnished,10608000.0
Kolkata,1519,4,3,1,Developing,20,Furnished,8041200.0
Mumbai,1012,5,3,1,Standard,15,Furnished,19416000.0
Delhi,1771,4,4,0,Developing,0,Furnished,22952000.0
Lucknow,2029,2,4,0,Premium,20,Semi-Furnished,11919650.0
Jaipur,2223,2,1,0,Standard,18,Furnished,11215000.0
Lucknow,751,2,2,1,Premium,11,Furnished,5093350.0
Chennai,1637,5,4,1,Standard,3,Furnished,14177500.0
Lucknow,2810,2,3,1,Developing,19,Furnished,10516000.0
Chennai,2954,1,1,1,Premium,2,Furnished,29651500.0
Hyderabad,2484,3,4,1,Developing,4,Furnished,15360400.0
Mumbai,1334,5,4,0,Premium,10,Furnished,32615600.0
Hyderabad,510,4,2,0,Developing,17,Unfurnished,3006000.0
Kolkata,2916,3,3,1,Developing,17,Semi-Furnished,14446800.0
Jaipur,1950,5,3,1,Standard,7,Semi-Furnished,11100000.0
Ahmedabad,2184,1,1,1,Premium,6,Semi-Furnished,16015600.0
Jaipur,2251,3,4,1,Standard,6,Furnished,12605000.0
Ahmedabad,2980,1,1,0,Standard,8,Unfurnished,16290000.0
Pune,2741,1,3,0,Premium,4,Semi-Furnished,29056400.0
Lucknow,2617,5,1,0,Standard,4,Furnished,13176500.0
Delhi,1601,3,2,1,Developing,18,Unfurnished,19262000.0
Pune,889,2,3,0,Premium,8,Furnished,10045600.0
Pune,1248,5,2,0,Standard,5,Semi-Furnished,11184000.0
Bengaluru,1801,1,1,1,Standard,0,Unfurnished,22062000.0
Bengaluru,2482,4,3,0,Developing,17,Furnished,24577200.0
Delhi,2937,4,2,0,Developing,3,Unfurnished,36094000.0
Lucknow,2793,1,3,1,Premium,10,Semi-Furnished,16739050.0
Bengaluru,1995,5,3,0,Standard,20,Unfurnished,24240000.0
Pune,1375,3,3,1,Premium,12,Unfurnished,14750000.0
Chennai,2150,3,4,0,Developing,1,Semi-Furnished,14100000.0
Pune,835,4,3,1,Developing,15,Semi-Furnished,6094000.0
Lucknow,819,2,4,1,Developing,7,Semi-Furnished,3798400.0
Pune,836,4,4,1,Standard,14,Furnished,7838000.0
Mumbai,2559,3,3,0,Standard,5,Semi-Furnished,46962000.0
Jaipur,1919,5,1,1,Developing,18,Semi-Furnished,8276000.0
Pune,1344,2,2,0,Developing,5,Semi-Furnished,9201600.0
Jaipur,2423,5,4,1,Premium,9,Unfurnished,16849500.0
Delhi,2674,4,4,0,Developing,9,Unfurnished,32838000.0
Kolkata,1210,2,2,0,Developing,12,Furnished,6308000.0
Chennai,633,2,3,0,Standard,17,Furnished,5097500.0
Mumbai,2674,5,1,0,Premium,4,Furnished,63971600.0
Jaipur,2036,1,4,1,Premium,11,Unfurnished,13434000.0
Jaipur,1003,1,3,1,Standard,16,Semi-Furnished,5115000.0
Hyderabad,1354,4,1,1,Standard,10,Furnished,10528000.0
Pune,2541,1,1,1,Developing,1,Furnished,17162400.0
Jaipur,2626,5,1,0,Premium,17,Semi-Furnished,17569000.0
Delhi,1327,1,3,1,Developing,19,Semi-Furnished,15874000.0
Delhi,707,1,4,1,Premium,6,Semi-Furnished,14486500.0
Lucknow,2822,3,1,1,Standard,19,Unfurnished,12599000.0
Pune,1954,4,2,1,Premium,10,Semi-Furnished,21221600.0
Delhi,1668,4,4,0,Premium,19,Semi-Furnished,33026000.0
Pune,1491,4,2,0,Standard,16,Semi-Furnished,12378000.0
Lucknow,2961,4,3,1,Premium,20,Unfurnished,17571850.0
Hyderabad,1942,1,3,0,Premium,0,Unfurnished,18172200.0
Jaipur,1890,2,1,0,Developing,0,Semi-Furnished,8310000.0
Ahmedabad,1684,4,3,0,Standard,9,Semi-Furnished,10162000.0
Bengaluru,1284,3,2,1,Premium,16,Semi-Furnished,20430400.0
Chennai,864,2,1,1,Developing,2,Unfurnished,5734000.0
Delhi,589,5,1,0,Standard,13,Unfurnished,9285000.0
Chennai,994,2,2,0,Developing,13,Unfurnished,5914000.0
Jaipur,623,5,3,1,Premium,3,Furnished,5849500.0
Lucknow,1315,3,4,1,Standard,16,Unfurnished,6267500.0
Lucknow,2995,5,3,1,Premium,6,Furnished,19170750.0
Mumbai,1722,1,4,1,Developing,2,Furnished,25946800.0
Jaipur,1341,5,2,1,Developing,9,Semi-Furnished,6514000.0
Bengaluru,2441,4,1,0,Premium,18,Semi-Furnished,38329600.0
Lucknow,725,5,2,1,Premium,11,Unfurnished,5041250.0
Ahmedabad,751,5,2,1,Standard,18,Furnished,5080500.0
Mumbai,2077,4,3,0,Developing,14,Unfurnished,30308800.0
Kolkata,1406,5,1,1,Developing,12,Semi-Furnished,7648800.0
Chennai,823,3,4,0,Standard,9,Unfurnished,6722500.0
Bengaluru,2248,1,2,1,Developing,4,Semi-Furnished,22180800.0
Chennai,1204,1,1,1,Developing,11,Furnished,7624000.0
Jaipur,1975,2,4,1,Standard,8,Furnished,10925000.0
Kolkata,1429,3,3,0,Premium,14,Semi-Furnished,11596200.0
Jaipur,784,2,3,0,Standard,13,Unfurnished,3970000.0
Kolkata,2988,1,4,1,Developing,17,Furnished,14742400.0
Delhi,2059,4,3,0,Developing,2,Unfurnished,25708000.0
Delhi,2805,1,2,0,Developing,15,Unfurnished,33310000.0
Lucknow,2786,4,1,1,Standard,17,Furnished,13237000.0
Chennai,2443,5,4,0,Developing,0,Unfurnished,16058000.0
Mumbai,528,5,4,0,Premium,20,Unfurnished,12755200.0
Hyderabad,2374,2,4,1,Premium,6,Semi-Furnished,22503400.0
Hyderabad,882,3,4,0,Developing,4,Furnished,6239200.0
Kolkata,686,5,3,0,Premium,8,Semi-Furnished,6500800.0
Lucknow,1942,3,2,0,Developing,15,Semi-Furnished,7291200.0
Lucknow,1212,2,4,0,Developing,20,Unfurnished,4163200.0
Lucknow,2714,4,1,0,Developing,16,Semi-Furnished,10120400.0
Ahmedabad,2444,5,4,0,Premium,5,Furnished,19124600.0
Chennai,1078,4,3,0,Premium,1,Furnished,12060500.0
Chennai,1757,3,4,0,Standard,1,Furnished,14627500.0
Pune,2274,2,3,1,Developing,18,Furnished,15003600.0
Hyderabad,2931,4,2,1,Developing,10,Furnished,17563600.0
Ahmedabad,2650,2,4,1,Premium,2,Unfurnished,19797500.0
Kolkata,783,1,3,1,Standard,4,Unfurnished,5148000.0
Kolkata,1846,1,4,0,Standard,13,Furnished,11526000.0
Chennai,1337,1,3,1,Standard,1,Unfurnished,10627500.0
Mumbai,1237,3,1,0,Standard,2,Furnished,23366000.0
Jaipur,1646,5,4,0,Developing,16,Furnished,7684000.0
Kolkata,1811,4,2,0,Standard,18,Furnished,11466000.0
Hyderabad,1492,2,2,0,Developing,2,Unfurnished,8855200.0
Pune,1786,4,3,1,Standard,9,Unfurnished,15088000.0
Chennai,504,5,4,0,Standard,1,Unfurnished,5130000.0
Jaipur,1988,3,3,0,Premium,11,Semi-Furnished,13522000.0
Pune,1383,2,1,0,Developing,5,Semi-Furnished,9351200.0
Jaipur,1583,1,2,0,Premium,17,Semi-Furnished,10089500.0
Mumbai,2170,2,3,1,Premium,13,Unfurnished,50978000.0
Mumbai,2660,1,2,1,Standard,12,Furnished,48330000.0
Mumbai,2255,3,1,0,Premium,7,Unfurnished,53117000.0
Pune,2875,2,3,0,Standard,1,Semi-Furnished,23900000.0
Hyderabad,2295,5,3,0,Standard,2,Unfurnished,17265000.0
Chennai,2414,3,4,0,Premium,6,Unfurnished,24236500.0
